pricePerServing,weightPerServing,vegetarian,vegan,glutenFree,dairyFree,sustainable,lowFodmap,ketogenic,whole30,readyInMinutes,aggregateLikes,spoonacularScore,healthScore,percentProtein,percentFat,percentCarbs,calories,Fat/g,Saturated Fat/g,Carbohydrates/g,Sugar/g,Cholesterol/mg,Sodium/mg,Protein/g,Vitamin B3/mg,Selenium/µg,Phosphorus/mg,Iron/mg,Vitamin B2/mg,Calcium/mg,Vitamin B1/mg,Folate/µg,Potassium/mg,Copper/mg,Zinc/mg,Manganese/mg,Magnesium/mg,Vitamin B12/µg,Vitamin B5/mg,Vitamin B6/mg,Vitamin E/mg,Fiber/g,Vitamin A/IU,Vitamin D/µg,Vitamin K/µg,Vitamin C/mg
1.8869,191,0,False,0,False,0,False,0,False,30,0,48.0,13.0,14.91,46.48,38.61,643.44,33.29,9.65,62.21,2.79,92.41,864.56,24.04,2.9,70.45,424.2,2.26,0.21,398.57,0.19,32.5,353.95,0.31,2.57,0.73,67.81,0.65,0.95,0.27,3.41,3.35,704.42,0.46,18.66,6.3
1.2802,105,0,False,0,True,0,False,0,False,45,0,47.0,12.0,17.79,29.99,52.22,142.9,4.8,0.83,18.81,2.3,6.2,530.71,6.41,2.35,10.06,53.76,1.33,0.13,35.89,0.18,75.85,183.91,0.1,0.45,0.25,17.7,0.0,0.29,0.1,0.89,2.2,619.7,0.0,5.7,21.96
0.5978,47,0,False,1,False,0,False,0,False,45,0,12.0,1.0,8.88,83.92,7.2,97.93,9.4,2.4,1.81,0.36,8.93,400.65,2.24,0.0,2.93,31.34,0.2,0.04,46.52,0.0,5.68,49.21,0.02,0.23,0.02,4.55,0.06,0.0,0.03,1.26,0.52,147.79,0.0,5.41,2.69
2.1333,355,0,False,1,True,0,False,0,False,45,0,53.0,16.0,29.99,58.61,11.4,735.36,47.38,13.87,20.75,15.99,222.04,910.37,54.55,18.03,46.78,410.52,3.78,0.31,79.82,0.17,26.62,633.74,0.21,4.11,0.36,68.15,0.94,2.32,1.14,1.79,1.42,1157.44,0.29,32.06,8.01
1.3659,198,0,False,1,False,0,False,0,False,45,91,89.0,25.0,7.85,76.91,15.24,311.94,28.05,12.09,12.51,3.0,46.35,396.69,6.44,1.51,5.14,145.07,1.53,0.26,101.44,0.13,100.43,554.5,0.15,0.91,0.51,52.3,0.0,0.96,0.3,4.47,4.91,1473.77,0.32,160.16,138.01
1.7359,292,0,False,1,True,0,False,0,False,45,0,78.0,45.0,12.0,36.04,51.96,268.77,10.82,1.62,35.11,7.1,12.05,702.63,8.11,4.54,16.34,115.96,1.59,0.19,66.48,0.12,74.89,455.3,0.16,1.15,0.61,40.5,0.12,0.94,0.56,4.1,3.89,4247.77,0.24,12.76,184.68
4.1797,465,0,False,0,False,0,False,0,False,45,1,93.0,100.0,14.39,26.92,58.69,1204.43,35.85,10.16,175.84,7.61,35.7,522.35,43.1,6.79,151.74,691.93,6.02,0.46,398.5,0.42,143.44,847.14,0.76,5.18,2.57,158.37,0.27,1.5,0.61,5.22,10.36,3267.46,0.18,266.99,23.69
6.8609,886,0,False,0,False,0,False,0,False,45,0,89.0,100.0,14.25,34.12,51.63,1641.56,63.66,17.87,216.69,17.53,63.36,764.52,59.83,26.43,280.49,1425.41,10.15,2.88,466.68,1.1,322.05,3276.79,3.64,12.3,6.54,317.69,0.86,8.55,1.07,7.16,13.98,6287.12,0.85,320.22,18.24
0.6382,68,0,False,0,False,0,False,0,False,45,0,13.0,1.0,8.2,59.77,32.03,236.46,15.82,7.38,19.08,0.77,24.11,406.31,4.88,1.29,7.04,68.79,1.28,0.14,48.72,0.16,39.19,72.34,0.12,0.39,0.3,12.77,0.0,0.21,0.08,0.5,1.09,304.0,0.17,3.41,1.46
0.1794,29,0,False,0,False,0,False,0,False,34,1,16.0,1.0,14.07,41.23,44.7,36.56,1.69,0.62,4.13,0.92,1.81,55.54,1.3,0.34,1.19,21.56,0.22,0.02,25.0,0.02,7.27,42.25,0.0,0.0,0.05,4.06,0.0,0.0,0.03,0.0,0.5,0.0,0.0,0.0,1.57
4.2364,365,0,False,0,True,0,False,0,False,45,0,63.0,24.0,48.33,37.7,13.97,359.78,14.94,3.13,12.46,2.16,99.32,406.84,43.1,6.19,76.98,529.14,2.11,0.2,104.23,0.2,52.15,1456.34,0.15,1.34,0.29,96.81,2.08,0.64,0.62,2.98,4.07,249.67,2.04,6.55,16.41
2.2156,435,0,False,0,False,0,False,0,False,45,11,84.0,30.0,8.54,68.7,22.76,676.73,52.94,9.13,39.47,9.52,66.91,1181.47,14.8,1.86,8.57,224.36,4.13,0.32,344.73,0.22,300.35,805.27,0.14,1.34,0.5,53.0,0.25,1.09,0.5,10.08,10.05,16560.04,0.32,274.2,168.89
0.644,180,0,False,0,True,0,False,0,False,20,55,91.0,28.0,13.03,16.79,70.18,291.77,5.53,0.81,51.99,7.04,0.9,276.22,9.65,2.45,37.34,147.36,2.24,0.1,57.7,0.14,25.86,449.11,0.37,1.14,0.75,53.49,0.0,0.55,0.27,2.08,4.16,291.65,0.0,9.6,10.4
0.8488,116,0,False,1,True,0,True,0,True,4,1,77.0,25.0,45.88,50.64,3.48,157.31,8.67,1.96,1.34,0.76,66.12,140.59,17.68,5.71,26.27,181.51,1.74,0.16,27.28,0.08,17.74,313.32,0.09,2.83,0.05,23.06,1.4,0.58,0.46,1.14,0.52,357.3,0.71,12.27,8.78
0.2616,58,0,False,1,False,0,False,0,False,326,4,51.0,11.0,20.58,32.47,46.95,58.9,2.21,0.47,7.18,1.64,1.56,86.82,3.15,0.71,1.51,57.04,0.61,0.06,28.6,0.06,33.38,143.62,0.09,0.47,0.17,17.72,0.0,0.13,0.07,0.29,1.91,147.15,0.0,5.61,7.95
3.0549,288,0,False,1,True,0,False,0,False,45,65,86.0,25.0,7.23,58.75,34.02,175.18,12.32,1.73,16.05,9.06,0.6,759.41,3.41,1.64,2.24,82.97,2.73,0.09,67.45,0.1,43.98,607.19,0.26,0.52,0.39,34.0,0.0,0.38,0.28,3.6,3.4,1470.17,0.0,56.72,58.57
9.6301,728,0,False,1,True,0,False,0,True,34,90,99.0,100.0,36.43,53.4,10.17,868.08,51.72,7.59,22.16,7.76,199.0,450.41,79.37,31.87,137.74,900.41,5.7,1.7,194.86,1.0,281.72,2706.04,1.03,3.74,0.68,169.26,10.94,7.47,3.47,7.28,8.13,4038.56,0.0,274.53,323.97
5.0452,189,0,False,1,True,0,False,0,True,45,18,60.0,12.0,16.72,82.64,0.64,642.06,58.35,25.5,1.02,0.11,163.1,320.15,26.57,11.28,34.26,260.25,2.85,0.36,48.37,0.2,31.08,365.16,0.2,4.76,0.08,38.12,3.57,1.19,0.22,0.49,0.38,115.36,0.16,8.33,1.45
5.7894000000000005,958,0,False,0,False,0,False,0,False,45,0,84.0,69.0,14.78,67.07,18.15,1107.06,85.66,44.61,52.15,22.68,255.9,3009.62,42.46,6.73,33.62,778.56,7.18,1.01,838.92,0.36,235.39,2431.81,0.67,5.74,1.27,158.1,2.83,3.57,1.12,10.85,13.56,5755.44,1.29,215.55,234.44
0.3988,144,0,False,0,True,0,False,0,False,45,0,31.0,5.0,8.63,20.36,71.01,76.27,1.8,0.29,14.1,6.52,0.21,113.78,1.71,0.27,1.12,41.86,0.43,0.04,38.1,0.07,26.86,205.81,0.06,0.25,0.19,15.08,0.0,0.17,0.16,0.31,2.42,0.0,0.0,1.31,10.2
1.1434,1618,0,False,0,False,0,False,0,False,35,0,47.0,12.0,12.46,41.01,46.53,411.41,19.18,3.88,48.94,5.29,54.25,771.65,13.11,2.85,48.4,224.55,2.74,0.14,200.19,0.18,31.83,447.78,0.62,1.77,0.68,74.08,0.27,0.84,0.3,3.92,4.6,510.79,0.21,28.94,10.23
1.9565,181,1,False,1,False,0,False,0,False,30,0,41.0,9.0,14.63,70.65,14.72,208.12,17.0,5.2,7.97,3.44,22.4,834.44,7.92,0.8,5.99,140.06,1.62,0.12,193.23,0.06,21.14,318.54,0.14,1.07,0.26,23.29,0.65,0.23,0.15,2.86,2.25,918.4,0.0,16.84,27.62
1.1126,261,0,False,0,True,0,False,0,False,20,13,91.0,42.0,12.04,23.75,64.21,562.89,14.84,2.14,90.31,6.12,2.4,491.95,16.92,3.24,73.5,252.23,2.17,0.11,53.67,0.15,40.27,555.95,0.43,1.9,1.2,77.4,0.0,0.63,0.28,2.84,5.6,1097.07,0.0,32.58,17.43
1.1132,112,0,False,0,True,0,False,0,False,30,0,73.0,35.0,5.43,71.98,22.59,215.2,17.61,2.23,12.44,4.03,0.09,497.2,2.99,1.55,2.72,66.69,1.21,0.11,29.12,0.14,46.79,224.54,0.11,0.67,0.63,26.38,0.0,0.32,0.26,3.62,2.35,2419.73,0.0,32.9,100.16
1.1434,1618,0,False,0,False,0,False,0,False,35,0,47.0,12.0,12.46,41.01,46.53,411.41,19.18,3.88,48.94,5.29,54.25,771.65,13.11,2.85,48.4,224.55,2.74,0.14,200.19,0.18,31.83,447.78,0.62,1.77,0.68,74.08,0.27,0.84,0.3,3.92,4.6,510.79,0.21,28.94,10.23
1.1219,258,0,False,0,True,0,False,0,False,45,0,28.0,4.0,10.56,18.17,71.27,210.69,4.4,0.76,38.8,13.1,0.85,493.87,5.75,0.49,1.73,57.37,2.02,0.05,47.56,0.08,46.53,249.7,0.13,0.3,0.17,20.22,0.0,0.21,0.27,0.54,2.81,0.0,0.0,1.96,10.4
0.5526,82,0,False,0,False,0,False,0,False,45,0,67.0,26.0,18.68,41.48,39.84,102.96,4.83,1.49,10.44,1.05,35.15,207.04,4.89,1.13,7.63,80.07,1.22,0.11,87.47,0.11,90.46,160.04,0.06,0.49,0.19,14.54,0.12,0.25,0.08,0.52,1.41,4195.46,0.18,50.32,3.21
1.8041,245,0,False,0,True,0,False,0,False,32,0,75.0,40.0,23.14,26.44,50.42,397.53,11.65,1.89,49.98,5.41,25.5,580.64,22.93,5.42,73.98,269.06,2.36,0.14,61.46,0.12,38.94,510.74,0.29,1.37,0.74,72.57,0.67,0.52,0.34,2.46,4.48,765.13,1.1,18.14,12.61
0.3839,53,0,False,0,True,0,False,0,False,45,0,49.0,12.0,8.5,47.32,44.18,99.75,5.28,0.81,11.1,1.03,0.21,175.86,2.13,1.07,5.53,31.28,0.76,0.08,21.96,0.11,45.91,95.75,0.05,0.27,0.15,10.13,0.0,0.15,0.08,0.89,0.93,399.61,0.0,15.11,17.35
11.858,1130,0,False,0,False,0,False,0,False,45,1,79.0,57.0,42.93,40.17,16.9,1140.02,50.08,19.42,47.4,23.08,447.21,1935.85,120.42,43.55,87.42,1270.06,8.89,1.54,188.99,0.7,147.05,2510.13,0.75,22.16,0.66,171.84,8.54,6.32,3.2,3.73,5.42,1537.52,0.22,74.64,29.75
3.4668,517,0,False,0,True,0,False,0,False,45,1,85.0,60.0,14.02,26.32,59.66,985.48,29.03,4.05,148.08,13.11,1.02,1269.37,34.8,4.91,93.83,349.7,7.85,0.21,114.19,0.23,65.69,1101.25,0.71,2.63,1.66,119.54,0.0,1.17,0.49,6.89,19.34,1950.51,0.0,54.69,38.39
1.847,245,0,False,0,False,0,False,0,False,45,284,98.0,52.0,16.56,33.83,49.61,751.94,28.31,9.56,93.41,4.39,134.82,704.03,31.18,3.2,84.9,583.97,3.13,0.32,507.96,0.19,49.48,552.22,0.87,3.11,1.35,97.36,0.62,1.04,0.38,2.45,4.5,3537.21,0.65,238.44,54.64
4.714,206,0,False,1,True,0,True,0,True,15,0,94.0,100.0,49.04,49.47,1.49,293.38,15.76,2.38,1.07,0.11,95.5,279.6,35.15,14.02,63.46,358.93,2.15,0.69,58.33,0.4,57.45,929.75,0.5,1.28,0.14,61.58,5.43,2.92,1.42,0.93,0.6,1125.86,0.0,132.27,12.47
1.3012,170,0,False,1,False,0,False,0,False,4,0,69.0,29.0,12.84,66.43,20.73,187.93,14.07,3.02,9.88,4.04,49.82,290.57,6.12,1.69,7.56,118.24,1.47,0.2,107.02,0.12,122.34,343.15,0.07,0.73,0.21,23.87,0.19,0.56,0.3,2.92,2.97,7342.74,0.25,68.09,98.49
8.5514,1116,0,False,1,True,0,False,0,False,45,6,83.0,37.0,57.02,13.89,29.09,574.52,7.56,1.92,35.61,15.69,245.86,2344.68,69.81,12.06,140.15,784.19,7.52,0.32,231.45,0.42,106.61,1762.69,0.65,2.67,0.84,180.75,12.16,2.6,1.0,3.62,5.85,823.72,4.7,26.0,35.34
7.3389,317,0,False,0,True,0,False,0,False,45,0,88.0,93.0,38.97,43.11,17.92,461.93,22.23,4.18,20.78,3.92,67.0,534.57,45.21,17.19,71.96,513.65,4.13,0.57,143.34,0.59,78.97,739.67,0.27,1.69,0.52,125.89,16.06,2.34,0.89,3.85,3.59,4997.62,9.69,114.67,39.85
2.5938,262,0,False,0,False,0,False,0,False,45,0,44.0,11.0,6.2,56.97,36.83,480.11,30.52,9.59,44.38,10.82,32.98,846.12,7.48,0.96,1.69,45.16,12.58,0.07,71.41,0.05,30.1,282.64,0.15,0.42,0.37,28.63,0.0,0.31,0.14,3.11,2.89,7409.1,0.22,116.55,34.84
1.135,52,0,False,1,True,0,False,0,True,15,0,37.0,6.0,6.54,92.11,1.35,270.64,28.04,4.0,0.92,0.07,12.76,23.14,4.48,3.0,8.1,41.15,0.89,0.06,35.96,0.02,0.0,94.48,0.05,0.4,0.06,9.57,0.13,0.16,0.06,4.01,0.0,0.0,0.0,16.54,0.87
1.9948,243,0,False,1,True,0,False,0,False,150,0,40.0,10.0,29.33,53.85,16.82,393.01,22.18,7.68,15.59,10.92,93.55,1782.3,27.19,10.39,44.28,241.75,2.05,0.46,82.5,0.65,17.73,586.97,0.22,3.61,0.19,40.58,0.77,1.25,0.67,1.04,1.22,469.69,1.51,2.65,24.31
3.2879,908,0,False,0,False,0,False,0,False,50,0,94.0,100.0,25.1,28.43,46.47,590.91,19.53,6.89,71.84,6.26,20.4,1662.39,38.81,9.17,32.31,663.75,6.6,0.42,575.89,0.25,93.84,1383.93,1.62,3.82,2.62,138.65,0.83,1.27,1.45,1.91,12.57,5694.23,0.0,395.3,73.5
1.0952,115,0,False,1,False,0,False,0,False,45,8,73.0,21.0,13.8,65.55,20.65,129.36,10.19,3.53,7.23,0.3,15.54,85.71,4.83,1.8,3.29,87.58,1.3,0.11,102.74,0.08,23.35,349.08,0.93,0.64,0.48,41.31,0.0,0.18,0.19,0.58,0.52,5803.15,0.0,402.12,72.73
6.227,337,0,False,1,True,0,True,0,True,24,0,73.0,39.0,33.27,60.52,6.21,502.26,33.83,6.36,7.8,3.0,228.61,1082.91,41.84,14.35,70.81,492.4,3.73,0.65,98.35,0.42,49.55,676.91,0.28,1.84,0.21,99.23,13.32,2.41,0.85,5.87,2.67,3833.93,8.83,22.31,30.73
0.6673,38,0,False,0,False,0,False,0,False,20,0,24.0,3.0,31.51,57.72,10.77,130.14,8.31,5.21,3.49,0.36,34.08,364.95,10.2,0.0,6.9,239.98,0.33,0.12,324.94,0.02,5.34,47.26,0.02,0.86,0.04,15.09,0.35,0.18,0.04,0.0,0.0,154.47,0.16,4.34,3.92
0.1711,27,0,False,0,True,0,False,0,False,25,2,34.0,4.0,14.31,11.23,74.46,49.93,0.63,0.1,9.36,1.57,0.86,68.28,1.8,0.52,6.81,25.23,0.36,0.02,10.27,0.02,4.07,64.69,0.06,0.2,0.11,8.64,0.0,0.0,0.04,0.26,0.65,54.73,0.0,4.51,1.54
0.3136,25,0,False,1,False,0,False,0,False,17,0,21.0,2.0,22.16,51.76,26.08,28.88,1.71,0.28,1.94,0.78,1.9,76.13,1.64,0.0,1.6,23.5,0.49,0.05,28.9,0.0,8.02,68.16,0.0,0.0,0.07,6.11,0.1,0.0,0.03,0.18,0.0,277.6,0.0,46.15,4.58
0.241,18,0,False,1,True,0,False,0,True,45,0,7.0,0.0,5.05,82.92,12.03,24.93,2.5,0.34,0.82,0.1,0.38,278.43,0.34,0.0,0.0,0.0,0.0,0.0,11.52,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.61,96.73,0.0,4.55,0.97
2.6717,314,0,False,1,False,0,False,0,False,45,0,76.0,44.0,52.38,33.17,14.45,334.53,12.1,3.26,11.86,1.4,166.46,572.31,42.99,18.68,64.9,478.72,2.4,0.36,146.12,0.26,162.98,926.7,0.13,1.71,0.29,67.29,0.55,2.87,1.4,1.14,2.7,8827.02,0.5,104.81,7.92
0.4957,70,0,False,1,True,0,False,0,True,45,0,78.0,39.0,8.56,67.57,23.87,65.27,4.96,0.7,3.94,2.58,2.27,150.45,1.41,1.13,1.93,23.38,0.46,0.06,12.18,0.04,29.01,148.63,0.02,0.23,0.08,9.64,0.0,0.22,0.19,1.71,1.32,1931.24,0.0,14.31,77.69
2.7938,387,0,False,0,True,0,False,0,False,30,0,73.0,36.0,23.61,47.05,29.34,368.09,19.84,3.12,27.84,9.81,37.1,484.39,22.41,12.07,69.41,229.98,3.59,0.24,96.54,0.26,87.72,816.06,0.3,1.45,0.88,70.3,2.19,0.95,0.52,2.75,7.53,1299.06,1.05,122.43,23.59
2.9692000000000003,644,0,False,0,False,0,False,0,False,45,1,84.0,56.0,7.87,69.9,22.23,623.99,50.51,7.97,36.14,11.17,9.59,558.22,12.79,4.17,12.25,267.54,7.42,0.5,306.64,0.51,698.52,1496.73,0.34,1.98,1.26,100.53,0.11,1.2,0.7,8.13,13.08,43295.97,0.0,540.85,118.54
3.0473000000000003,253,1,False,1,False,0,False,0,False,45,1,93.0,100.0,6.71,86.63,6.66,652.29,65.74,10.19,11.38,1.75,8.69,298.15,11.46,1.13,2.91,228.0,3.0,0.25,146.81,0.27,254.35,662.32,0.91,2.58,2.0,87.98,0.0,1.72,0.3,6.14,7.48,3455.18,0.0,369.58,14.41
1.0379,203,0,False,0,True,0,False,0,False,45,0,45.0,11.0,14.84,53.37,31.79,395.3,23.43,4.76,31.4,5.69,222.14,531.78,14.65,4.35,35.72,228.04,3.44,0.44,126.7,0.32,85.17,363.77,0.19,1.64,0.79,42.51,0.55,1.47,0.24,1.89,3.3,1081.65,1.18,42.43,9.01
20.138,733,0,False,1,True,0,True,0,True,58,2,79.0,68.0,58.32,39.7,1.98,707.81,30.63,4.8,3.43,0.47,265.3,1705.42,101.22,36.1,245.73,1270.97,1.88,0.2,100.44,0.29,68.98,2381.53,0.26,2.14,0.09,137.0,5.88,1.9,2.94,7.93,2.87,762.57,24.87,16.8,1.12
1.0973,276,0,False,1,True,0,False,0,True,59,7,91.0,51.0,8.67,49.75,41.58,125.24,7.43,1.07,13.97,7.46,0.0,224.51,2.91,1.73,0.78,77.81,1.27,0.16,46.23,0.11,69.27,627.86,0.18,0.62,0.55,41.5,0.0,0.65,0.39,2.06,5.59,1203.42,0.0,19.03,110.62
5.625900000000001,633,0,False,1,True,0,False,0,False,4,0,63.0,26.0,16.41,40.34,43.25,451.26,16.61,2.47,40.08,13.83,23.97,1297.26,15.2,3.18,24.9,272.97,3.95,0.2,133.35,0.18,83.91,1037.29,0.28,1.43,0.7,74.05,7.76,0.73,0.52,4.26,5.34,8695.23,0.0,278.2,56.93
2.0659,301,0,False,1,False,0,False,0,False,30,0,80.0,52.0,20.15,45.03,34.82,256.66,13.06,2.88,22.73,2.45,1.32,256.05,13.15,0.54,1.84,78.96,2.83,0.1,200.22,0.13,155.62,375.12,0.16,0.56,0.2,30.52,0.0,0.18,0.1,0.97,3.41,9893.24,0.0,119.91,7.05
3.4546,353,0,False,0,False,0,False,0,False,8,0,62.0,23.0,24.14,45.22,30.64,716.2,34.71,17.17,52.91,5.75,294.39,1247.66,41.69,5.6,70.7,645.73,4.8,0.87,636.64,0.52,126.31,424.23,0.35,5.13,1.55,90.07,2.87,1.68,0.34,1.66,4.94,1201.71,1.73,46.99,7.0
1.7765,293,0,False,0,True,0,False,0,False,45,0,89.0,86.0,8.9,42.97,48.13,577.73,27.85,3.89,70.19,9.98,0.8,302.06,12.98,3.56,49.2,208.39,3.32,0.19,67.95,0.2,79.3,694.33,0.42,1.67,1.01,75.71,0.0,0.88,0.62,6.14,6.11,3566.92,0.0,183.04,159.74
1.9766,144,0,False,1,False,0,False,0,False,45,0,62.0,23.0,25.1,44.29,30.61,73.35,3.83,2.42,5.96,2.56,8.47,158.69,4.88,0.98,1.41,91.03,1.53,0.15,77.89,0.06,39.83,327.89,0.19,0.51,0.32,24.63,0.1,0.28,0.18,0.4,1.11,1553.01,0.25,41.16,23.82
0.4196,31,0,False,1,True,0,False,0,True,2,0,19.0,2.0,1.32,97.66,1.02,159.29,17.63,2.45,0.42,0.02,1.2,256.82,0.54,0.31,0.86,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.55,0.0,88.27,0.0,27.48,1.66
0.2073,40,0,False,0,False,0,False,0,False,45,23,31.0,2.0,10.26,60.99,28.75,70.34,4.88,0.8,5.17,0.86,1.44,132.96,1.85,0.69,3.23,31.68,0.59,0.05,37.93,0.06,38.5,80.61,0.03,0.21,0.14,8.28,0.0,0.12,0.03,0.69,0.85,1987.55,0.0,26.32,1.59
4.7601,480,0,False,0,False,0,False,0,False,48,0,76.0,46.0,12.09,48.93,38.98,430.27,23.5,4.97,42.11,5.68,100.93,1690.66,13.06,4.72,26.4,218.88,3.97,0.41,205.91,0.45,325.35,581.1,0.22,1.53,0.6,50.33,0.29,1.0,0.4,4.13,5.72,12360.53,0.5,130.2,108.93
0.5442,54,0,False,1,True,0,False,0,True,45,14,16.0,1.0,2.02,92.06,5.92,136.17,14.6,2.0,2.11,0.38,0.8,566.59,0.72,0.29,0.89,0.0,0.31,0.0,21.97,0.0,0.0,0.0,0.05,0.0,0.02,5.48,0.0,0.0,0.02,2.66,1.22,136.32,0.0,6.62,3.12
1.2714,188,0,False,0,False,0,False,0,False,45,13,52.0,9.0,8.08,73.32,18.6,521.93,43.17,15.67,24.64,13.13,59.71,1530.44,10.71,2.42,5.72,189.62,2.26,0.19,223.75,0.14,158.83,368.12,0.07,0.87,0.24,29.56,0.27,0.33,0.12,3.31,3.5,8497.52,0.31,110.74,5.26
1.5683,107,0,False,1,True,0,False,0,True,10,145,55.0,7.0,2.32,96.78,0.9,524.06,56.94,7.91,1.2,0.09,7.2,309.64,3.07,1.81,6.98,36.13,1.23,0.04,38.93,0.04,8.26,97.62,0.06,0.34,0.13,14.52,0.07,0.12,0.04,8.18,0.54,392.28,0.0,66.99,3.17
1.8381,390,0,False,0,True,0,False,0,False,30,2,80.0,38.0,5.4,62.84,31.76,491.29,35.62,4.83,40.49,16.48,0.0,281.17,6.89,2.97,3.34,126.62,2.03,0.22,68.96,0.25,82.15,836.7,0.32,0.87,0.74,59.75,0.0,0.69,0.44,6.98,8.63,1896.43,0.0,33.48,134.23
3.8621,710,0,False,1,True,0,False,0,True,45,36,94.0,45.0,15.72,67.73,16.55,566.45,43.86,8.2,24.11,11.22,72.51,1202.96,22.91,11.96,36.32,383.09,5.66,0.55,185.78,0.44,607.23,1676.3,0.62,2.74,0.9,81.84,0.35,2.67,0.84,2.81,11.06,36583.0,0.56,490.41,29.92
4.3424000000000005,474,0,False,0,False,0,False,0,False,26,28,89.0,35.0,18.03,67.84,14.13,1180.09,89.04,29.47,41.73,6.4,198.6,1652.33,53.26,10.4,32.34,610.0,3.35,0.5,641.07,0.34,131.01,726.57,0.24,5.81,0.53,72.52,2.02,2.02,0.79,7.85,4.27,7745.05,0.81,82.93,106.64
2.6621,131,0,False,0,False,0,False,0,False,45,0,65.0,26.0,17.11,30.6,52.29,196.57,6.84,1.76,26.31,3.04,8.23,405.49,8.61,2.94,13.37,129.22,4.79,0.24,179.54,0.22,124.24,430.44,0.17,1.29,0.4,48.93,0.17,0.5,0.1,2.34,3.5,4352.98,0.0,738.65,63.74
1.3244999999999998,183,0,False,1,True,0,False,0,True,20,0,66.0,26.0,56.6,31.97,11.43,180.13,6.23,1.32,5.01,1.65,74.56,390.34,24.82,8.35,36.06,301.83,1.53,0.43,19.53,1.16,21.7,599.23,0.15,2.32,0.16,39.78,0.59,1.13,1.05,1.26,1.01,994.04,0.24,4.13,93.29
2.3637,260,0,False,1,True,0,False,0,True,45,0,67.0,28.0,45.48,51.96,2.56,410.32,23.17,3.96,2.57,0.99,132.19,629.59,45.63,20.05,78.94,455.24,1.61,0.22,62.02,0.13,30.94,819.88,0.1,1.34,0.18,68.83,0.78,2.62,1.41,1.95,0.67,556.57,0.92,59.08,8.7
0.9417,215,0,False,1,True,0,False,0,True,45,0,60.0,20.0,11.93,27.36,60.71,183.89,5.71,0.87,28.52,2.27,6.02,714.6,5.61,3.48,6.0,128.71,1.93,0.09,48.99,0.15,36.66,855.26,0.29,0.8,0.31,46.45,0.06,0.56,0.35,1.08,3.42,273.15,0.0,41.04,22.97
1.0024,187,0,False,1,True,0,False,0,True,45,0,62.0,22.0,8.88,50.07,41.05,95.28,5.63,0.79,10.39,6.33,0.3,157.49,2.25,1.17,0.0,52.88,1.03,0.08,37.81,0.09,35.81,406.25,0.11,0.36,0.29,28.46,0.0,0.24,0.18,1.6,2.94,1336.83,0.0,20.5,22.69
1.5898,339,0,False,1,True,0,False,0,False,40,0,65.0,25.0,32.79,11.66,55.55,347.91,4.48,1.45,48.0,11.5,74.13,570.25,28.33,9.85,41.74,353.85,3.57,0.45,45.41,1.4,106.88,681.43,0.28,2.92,0.73,54.38,0.59,1.6,1.05,0.47,3.4,233.8,0.35,5.14,19.39
0.6938,120,0,False,0,False,0,False,0,False,269,0,83.0,65.0,14.5,20.57,64.93,111.41,2.53,0.65,17.94,3.17,2.48,70.34,4.01,2.16,16.66,56.99,1.14,0.21,19.13,0.28,88.2,204.73,0.05,0.5,0.2,18.46,0.0,0.47,0.25,1.43,2.51,2354.41,0.0,4.55,95.16
7.1119,960,0,False,1,True,0,False,0,True,45,0,89.0,100.0,30.39,31.26,38.35,462.86,17.3,2.69,47.77,21.47,55.12,1083.21,37.85,6.65,55.98,485.34,6.67,0.27,315.73,0.4,169.31,2371.62,0.67,2.42,1.39,161.21,3.84,1.98,1.35,7.98,14.74,6862.73,12.75,421.46,149.37
1.4882,358,0,False,1,True,0,False,0,True,119,0,65.0,29.0,5.96,68.83,25.21,576.12,44.96,6.89,37.04,1.19,19.78,513.88,8.76,3.39,2.77,132.8,10.38,0.16,133.32,0.08,71.17,1281.99,1.2,1.26,1.89,78.25,0.06,0.96,0.75,3.11,7.41,777.84,0.0,192.14,45.07
2.5635000000000003,139,0,False,1,True,0,False,0,True,30,0,50.0,14.0,34.43,60.11,5.46,254.19,16.84,2.41,3.44,0.4,276.19,523.62,21.7,1.9,53.57,258.33,1.93,0.26,109.77,0.04,11.24,237.53,1.28,2.12,0.31,43.34,1.17,0.41,0.09,3.37,0.46,0.0,0.0,9.12,6.87
4.3129,306,0,False,1,False,0,False,0,False,8,0,87.0,56.0,10.76,82.62,6.62,666.76,62.6,12.04,11.3,2.46,35.0,476.16,18.34,5.09,18.97,303.61,4.26,0.3,439.01,0.19,258.13,688.33,0.21,1.89,0.51,57.53,0.49,0.68,0.35,8.32,4.31,16238.38,0.0,452.9,30.47
1.0407,123,0,False,0,True,0,False,0,False,45,0,73.0,34.0,16.89,17.19,65.92,155.71,2.94,0.61,25.37,3.24,6.02,770.41,6.5,3.93,16.34,80.2,1.96,0.21,59.44,0.24,112.72,236.35,0.13,0.72,0.3,25.88,0.06,0.45,0.24,1.59,2.76,2208.66,0.0,7.53,88.08
